,FARM,FOREST,OILGAS,MINE,MINE_SUP,UTIL,CONST,WOOD,NMMIN,PMETAL,FABMETAL,MACH,COMPELEC,ELECEQUIP,MOTVEH,OTRTRANS,FURN,MISCMFG,FOOD,TEXTILE,APPAREL,PAPER,PRINT,PETRO,CHEM,PLASTIC,WHOLE,RETAIL,AIRTRANS,RAILTRANS,WATERTRANS,TRUCK,TRANSIT,PIPE,OTHERTRANS,WAREHOUSE,PUBLISH,MOVIE,BROADCAST,INFODATA,CREDIT,SECURIT,INSURE,FUNDS,REALE,RENTAL,LEGAL,COMPDES,MISCPROF,MGMT,ADMIN,WASTE,EDUC,AMBULAT,HOSPITAL,NURSING,SOCIALAS,PERFORM,AMUSE,ACCOMM,FOODSVC,OTHSVC,FEDGOV,FEDGOVE,SLGOV,SLGOVE
FABMETAL,0.0016936901496134341,0.0038757374776714013,0.0011592163240649533,0.001230207693268819,0.0052953161468366015,0.0025251570459008605,0.0423658969094491,0.0025254346927100816,0.002953044380154935,0.002579149944708669,0.0005863308109159948,0.10793488037816557,0.0030736533825535886,0.005362034346075763,0.12185481946236272,0.138326017016623,0.0027636122714889636,0.006515290724877087,0.001673650343394623,0.002429162966945391,0.0022151548979776657,0.0027017405328996604,0.0028111914757909646,0.0020145861567434993,0.002122520771450809,0.0037079142636129237,0.0013048959163964279,0.000831386637181566,0.0018708584365250045,0.003262466850977199,0.004318882807291924,0.0025108896122251942,0.003338159004990765,0.004527737949771979,0.005426474094192558,0.005249403511149094,0.003386868886387566,0.004562454239727981,0.0040540741408916,0.003051376138972163,0.0013535882647759806,0.0014998086272309877,0.002994237966460012,0.002020075369708621,0.0007874700299277648,0.005558956165444527,0.003101200015375072,0.003009674730689616,0.003867863399242407,0.0038068940208822984,0.0037119117810179626,0.004724463160034185,0.001978325333471628,0.0025791643828340783,0.0015943948437074766,0.0030440061973126503,0.0034006968027100863,0.004109069693000279,0.00392695689896351,0.005088171444378555,0.0015738377474233734,0.005431930316319231,0.000950951085716222,0.004867415132180024,0.0012046269816368925,0.005892524903513974
MACH,0.030233772781221024,0.003886443934792041,0.001162418579103807,0.03294034025097973,0.00530994409199361,0.0025321326178508632,0.02118294845472455,0.0025324110316402204,0.002961201961315584,0.0025862746683128364,0.002939752546443454,0.0006063194301651826,0.003082144137754013,0.0053768465956505595,0.0027380562961830807,0.004440230284921445,0.0027712465595317514,0.006533288765553542,0.029876045632641034,0.0024358733618817046,0.002221274110403019,0.0027092039045375055,0.0028189571980997796,0.002020151311872625,0.0021283840884990164,0.0037181571206947282,0.0013085006012483519,0.000833683285350576,0.0018760265537529743,0.00327147919034454,0.0043308134227816805,0.002517825771374988,0.0033473804387062094,0.00454024551316914,0.005441464354121267,0.005263904625820778,0.003396224877786427,0.004575057704478611,0.004065273240728318,0.0030598053548256776,0.001357327458877572,0.0015039517449857692,0.003002509342057968,0.002025655688409474,0.000789645361502151,0.005574312397945756,0.0031097668662462747,0.003017988749282682,0.003878548104765176,0.0038174103027079406,0.0037221656809655257,0.004737514163238699,0.001983790320580666,0.0025862891463225707,0.0015987992493530774,0.003052415054211305,0.0034100909927728216,0.004120420714251661,0.003937804846198217,0.005102227166600594,0.0015781853655101785,0.005446935648684755,0.0009535780224170956,0.004880861030335218,0.0012079546804811935,0.005908802596617605
COMPELEC,0.0024001741622974903,0.005492412502887926,0.0016427568349318264,0.0017433606260964206,0.007504135865544688,0.00357846841035122,0.0011211031215592382,0.003578861871160973,0.0041848391354129336,0.0036549832089379755,0.004154526325965542,0.004284323246208522,0.0685840751314271,0.007598684031869799,0.04874192778494509,0.006275036187781546,0.003916389765949831,0.009232994867021949,0.002371775210390723,0.00344243260232869,0.0031391559742059197,0.0038287096502141607,0.003983815544422003,0.0028549245812414786,0.003007881645730015,0.005254585682965277,0.001849203329036927,0.0011781805107020538,0.0026512441379484184,0.00462333009544559,0.006120405746245186,0.0035582496438439914,0.004730595496022825,0.006416380022743166,0.007690003343427575,0.007439071826573165,0.004799623587615529,0.0064655774170730785,0.1085528747172991,0.10893918569081833,0.024162672284481736,0.02677282693139956,0.004243215681751344,0.002862703493537356,0.0011159450976600646,0.007877747273129954,0.004394794496926553,0.0042650915382424675,0.005481253933180539,0.005394852576554197,0.005260250673100042,0.0066951646439158494,0.0028035383869363132,0.0036550036695963597,0.0213459519614041,0.004313743589009365,0.0048192195021830786,0.00582307390195896,0.005564996931404092,0.007210585499906626,0.0022303280785309133,0.007697735503513165,0.025462897441567236,0.006897745753614234,0.026879487414839785,0.00835045656216207
ELECEQUIP,0.0007813432458161423,0.0017879783391467512,0.0005347765914885281,0.0005675267535245658,0.0024428668412202004,0.001164920515650397,0.014121965636483035,0.0011650486013331039,0.0013623160538283818,0.001189828841895988,0.0013524481412012584,0.0013947017195259706,0.08230089015771251,0.0004947291357981507,0.06092740973118136,0.0020427505718509124,0.0012749261031454614,0.0030056727929681586,0.0007720983628367461,0.00112063595436431,0.0010219084750338957,0.0012463830635200093,0.001296875625572075,0.00092938090656399,0.0009791739470505116,0.001710557132661211,0.0006019823702712803,0.0003835402442246451,0.0008630755770709275,0.0015050606743458352,0.0019924127867893683,0.0011583385780154901,0.0015399794304791652,0.0020887630873257473,0.002503373408094357,0.0024216861501709912,0.0015624505636097333,0.002104778613355174,0.00187024967273176,0.001407679047536882,0.0006244454149657148,0.0006919006650485496,0.0013813197248586243,0.000931913223042375,0.0003632803729224772,0.002564490827705072,0.0014306640954907103,0.001388441105041895,0.0017843458223024361,0.0017562190648821652,0.0017124012912430931,0.0021795175351538923,0.000912652847209287,0.001189835502578152,0.0007355357428153275,0.001404279102075173,0.0015688297404767525,0.0018956205489807918,0.0018116071881958736,0.0023473056110807143,0.0007260522204964181,0.0025058905050422972,0.00043869842904588146,0.002245464991917304,0.0005557257069982351,0.00271837474830617
MOTVEH,0.0029148313900805786,0.0066701227861582415,0.0019950048892057068,0.002117180643388051,0.009113209832815479,0.004345781324851482,0.0013614956037649225,0.004346259153476191,0.005082173063084322,0.004438702805396412,0.005045360430948407,0.0052029890494891,0.005289740489864324,0.00922803148509724,0.0009398397093785451,0.007620560516545619,0.004756161450656421,0.011212779341432113,0.0028803429942951667,0.0041805760453231455,0.0038122693409947126,0.004649680530377041,0.004838044998391632,0.0034670916454453047,0.0036528465210327464,0.006381299961963679,0.03494021026969772,0.0014308118092931372,0.0032197370330250765,0.005614687425853027,0.007432773450118422,0.00432122715032126,0.005744953204721676,0.007792211996430783,0.009338931935585534,0.009034194440458249,0.005828782641490203,0.007851958539642356,0.006977039198274769,0.005251401476739386,0.00232951792529126,0.0025811623612290203,0.005153066997526485,0.0034765385506311352,0.0013552315708425346,0.00956693284826503,0.005337148092758757,0.005179633583479644,0.006656571540685138,0.006551643577374785,0.006388179667332019,0.008130774996412423,0.003404686968930454,0.004438727653330471,0.0027439447172092762,0.005238717847861275,0.005852580409083933,0.007071686239610978,0.006758271127221732,0.008756714944331048,0.002708566068079452,0.009348322063720667,0.0016365815646442164,0.00837679455068551,0.002073156379999404,0.010141002803561342
OTRTRANS,0.0013661810046605603,0.0031262854792266557,0.000935058471345211,0.0009923222277196,0.004271359985846099,0.0020368670094006946,0.0006381327709459991,0.0020370909676003975,0.002382013698909506,0.0020804192924169375,0.002364759624136332,0.002438640132344811,0.0024793005185238886,0.004325176875840119,0.0022025136046431395,0.0007143510981801994,0.0022292121084938605,0.005255427877525164,0.0013500162990917957,0.001959435321403465,0.0017868100282029792,0.0021793045182505557,0.002267590914173928,0.0016250252977047014,0.0017120885780763438,0.0029909142678866685,0.0010525679767617597,0.0006706212653508765,0.06679274705427944,0.0026316030952633768,0.0034837397230089552,0.00202535847173966,0.002692658644909678,0.0036522085119707684,0.0043771558991829475,0.004234325484131314,0.0027319494884673187,0.003680211707183897,0.003270137152321401,0.0024613310292261647,0.0010918446776646033,0.0012097903843962664,0.0024152416746031037,0.001629453060648943,0.0006351968197207386,0.0044840198903585695,0.0025015204543909425,0.00242769342917505,0.003119934012648572,0.003070754293087379,0.0029941387846885224,0.003810892935718183,0.001595776235838993,0.0020804309386396433,0.0012860864485154232,0.0024553862144068898,0.002743103498318633,0.00331449820540354,0.0031676005925341025,0.00410427088883574,0.0012695044813470307,0.004381557050732641,0.04243816240261206,0.003926202261316484,0.0009716880625358363,0.004753086386259891
FURN,0.0005708016526321518,0.001306187768717986,0.0003906751147401224,0.0004146003828143534,0.001784609309154877,0.00085101977790029,0.00026661711662812293,0.0008511133494768783,0.0009952249015991773,0.0008692162797084464,0.000988016007344632,0.0010188838909111883,0.0010358721344517618,0.001807094448124981,0.0009202282868714486,0.0014923088009928822,0.00018627662824400752,0.0021957609625276367,0.0005640479057849283,0.0008186681822302147,0.0007465439158930257,0.0009105313398170129,0.0009474181216754079,0.0006789489257533341,0.0007153246798812121,0.0012496285639800463,0.0004397715519347078,0.0002801910766192018,0.0006305103018122944,0.0010995054028155205,0.0014555350897503172,0.0008462114162747894,0.0011250149132841806,0.0015259227344535404,0.0018288117113024643,0.001769135989945275,0.001141430950661003,0.0015376226995768337,0.0013662901800794896,0.00102836433412874,0.0004561816803941151,0.0005054603660833715,0.0010091078229506117,0.0006807988815040104,0.0002653904520751031,0.001873460365149813,0.0010451558062866265,0.001014310268353959,0.0013035340737778277,0.0012829863827282886,0.0012509757936027387,0.0015922223909507478,0.000666728427302593,0.0008692211455960153,0.0005373374887632933,0.0010258805416357552,0.0011460911876536755,0.0013848245926686026,0.0013234495626341114,0.0017147981110889052,0.0005304094065901976,0.0018306505485937742,0.0003204862775065721,0.0016403995749335995,0.0004059792590046987,0.001985878558642831
MISCMFG,0.0009217043079388027,0.0021091720527659286,0.0006308442426541321,0.000669477667331374,0.0028817051959304165,0.0013741876741504683,0.0004305210817683625,0.0013743387692372547,0.0016070434886478518,0.0014035705500210162,0.001595402897105676,0.0016452469386024926,0.0016726787744835824,0.002918013166234601,0.001485942397653077,0.0024097117524229327,0.001503954744429077,0.0007091228026523681,0.0009107986675379581,0.0013219478024537074,0.001205484847794476,0.0014702842126553405,0.0015298472948365195,0.0010963355604377606,0.0011550734584967113,0.0020178428451153208,0.0007101229158289953,0.00045243968929494074,0.0010181190939100165,0.001775430855366045,0.0023503312514820693,0.0013664233525092911,0.0018166224419424882,0.002463989989240553,0.002953081205955618,0.0028567195903214685,0.0018431303055755541,0.0024828825558740678,0.0022062226678332742,0.0016605555231423098,0.0007366212380134482,0.0008161941976920016,0.0016294609927972993,0.0010993227840679512,0.00042854032015405993,0.0030251778027419116,0.0016876696216267663,0.001637861662833852,0.0021048869879855088,0.002071707519651417,0.002020018289669996,0.0025710476312893224,0.0010766024604804165,0.0014035784072329099,0.0008676679121833507,0.0016565448090347852,0.001850655442358804,0.0022361511865222517,0.0021370456052370486,0.0027689772777419208,0.0008564807631005651,0.0029560504760079804,0.0005175065300720877,0.002648841936573107,0.0006555566723272594,0.0032067055414150636
FOOD,0.0047956696225242255,0.010974118548655211,0.0032823114148247986,0.0034833228883992804,0.014993643785932369,0.007149961248752437,0.0022400208569166064,0.007150747403391807,0.008361520689665218,0.007302841694271783,0.008300954160067604,0.008560294985114491,0.008703024080434881,0.015182555814164798,0.007731426180682253,0.012537840336210691,0.007825145243856873,0.01844799169336744,0.0009477854154582812,0.006878154809721066,0.006272192735986486,0.007649955928790476,0.00795986536653519,0.005704284007353831,0.006009899974411823,0.010498928508848749,0.00369480197322193,0.04452282140442497,0.005297320158668867,0.009237647851523837,0.012228880877000615,0.007109563128538188,0.009451969558330204,0.01282025248208917,0.015365016426926437,0.014863642538474647,0.009589891183832196,0.012918551369395528,0.011479077332635056,0.008639946249852119,0.003832673954130885,0.004246695698651277,0.008478159987904731,0.005719826668373858,0.0022297148637457427,0.015740138313758676,0.008781022142981904,0.00852186905789187,0.010951823160838306,0.010779188871282751,0.010510247446252518,0.013377278284627184,0.005601611786763589,0.007302882575704227,0.0213459519614041,0.05433803327910042,0.009629044814303421,0.011634796782666537,0.011119145915573475,0.01440711527759121,0.2107073105769994,0.01538046567466081,0.012731448720783618,0.013782045609073272,0.003410891315408329,0.016684635431220507
TEXTILE,0.00042576188843873624,0.0009742875979781699,0.0002914052085356651,0.00030925110521398496,0.0013311430092876543,0.0006347770474502164,0.00019887014437015727,0.0006348468426425897,0.0007423398856190584,0.000648349847979251,0.0007369627595767337,0.0007599871645321157,0.0007726587232386093,0.0013479147113063385,0.0006863997877483756,0.0011131155810684614,0.0006947202118936346,0.0016378217015574998,0.000420724257593676,0.10840643019614031,0.34599556856050323,0.0006791668190438376,0.0007066807301021487,0.0005064291167504376,0.0005335618513868057,0.000932099994444133,0.0003280263215250689,0.00020899498337989647,0.000470298667745236,0.0008201228824279702,0.0010856860095678595,0.0006311904826311953,0.0008391504681054135,0.001138188269141575,0.0013641136535124938,0.001319601435123115,0.0008513952172963219,0.0011469152923073102,0.0010191180851412585,0.000767058642669798,0.0003402666632447908,0.00037702371568513777,0.0007526951794139808,0.0005078090017775816,0.0001979551732691343,0.001397417157611746,0.0007795834292793691,0.0007565756919689368,0.0009723082025719864,0.0009569816461333956,0.0009331048952282724,0.0011876412916108033,0.0004973138269224259,0.0006483534774527655,0.00040080091374966955,0.0007652059777774895,0.0008548712957088892,0.0010329429338757608,0.0009871631983582306,0.0012790707222056588,0.0003956332458992458,0.0013654852452625692,0.0002390512397794923,0.0012235767321226029,0.0003028205948313736,0.0014812700724303085
