,FARM,FOREST,OILGAS,MINE,MINE_SUP,UTIL,CONST,WOOD,NMMIN,PMETAL,FABMETAL,MACH,COMPELEC,ELECEQUIP,MOTVEH,OTRTRANS,FURN,MISCMFG,FOOD,TEXTILE,APPAREL,PAPER,PRINT,PETRO,CHEM,PLASTIC,WHOLE,RETAIL,AIRTRANS,RAILTRANS,WATERTRANS,TRUCK,TRANSIT,PIPE,OTHERTRANS,WAREHOUSE,PUBLISH,MOVIE,BROADCAST,INFODATA,CREDIT,SECURIT,INSURE,FUNDS,REALE,RENTAL,LEGAL,COMPDES,MISCPROF,MGMT,ADMIN,WASTE,EDUC,AMBULAT,HOSPITAL,NURSING,SOCIALAS,PERFORM,AMUSE,ACCOMM,FOODSVC,OTHSVC,FEDGOV,FEDGOVE,SLGOV,SLGOVE
FABMETAL,0.009649305960714102,0.008998743194863254,0.00646349684079049,0.009463223488191081,0.013285612004586354,0.008450113124356328,0.049486741622602456,0.009426658751196037,0.00946096933360296,0.010373631669021067,1.0082251316867077,0.11518957748782485,0.009139659667545383,0.0136340474891773,0.13042198474570485,0.14647713302348403,0.009889134200212464,0.015091615003260164,0.012636172363366092,0.009825797402264119,0.009000859371275127,0.009872212003072865,0.009606375993980478,0.009354891565521332,0.008915390092890057,0.011467072139092264,0.009388531410003209,0.0037818013972792685,0.016778406009713875,0.009142178283840133,0.011744546578375613,0.008808101176740009,0.009077615870982514,0.01155476045625088,0.013383199564260255,0.01217876500500318,0.009320691431591751,0.010587913826224636,0.010299382423703688,0.008033540014183249,0.0052130462048742485,0.004848478301371802,0.008886229985353907,0.005019938549787257,0.00390290896368079,0.012855773105190482,0.0073617368661729726,0.007680902450469824,0.009059073634823805,0.009448464806316812,0.008715174182509496,0.010962247556282072,0.005125716244129869,0.007121015901658789,0.006042509414566808,0.008376695835835132,0.00788812433159214,0.01000604209919399,0.009422672356172364,0.012535093932083281,0.007491568738631075,0.01253765610665695,0.010714461993044388,0.01129113365874594,0.005855934763162243,0.01363063931110872
MACH,0.03563779208839247,0.006980578283756525,0.005015160151772804,0.03651611614338074,0.010310402909272716,0.007511475544982203,0.026043473904586268,0.007312524420581868,0.015092716398314792,0.017515530177366984,0.011313336728101055,1.0078776929292088,0.0072223138552965915,0.01167446059140004,0.011013470676246863,0.012178314698057396,0.007671279638534688,0.011706990373801072,0.043669411591229834,0.01783751324602379,0.01186304874332287,0.007658152614092703,0.0074519361423113885,0.00729783635848988,0.010090361760352478,0.009918204460322736,0.004287487765116642,0.0042376441823310925,0.006401500237192665,0.007098718743727938,0.009118097657928094,0.006842749577733677,0.007047576290869853,0.008967927348799764,0.010385220138464844,0.009447410674573765,0.007230322589281711,0.008213342655207562,0.00800305923914414,0.006245678040983639,0.003932300706836558,0.003763373959349073,0.0065546310256486134,0.0038942622457883262,0.002546305697333746,0.009972584906103385,0.005689213949116559,0.005958292139729927,0.007008973850092405,0.0073285602172129755,0.006742900036643492,0.008503723861819629,0.003932054197306037,0.005808233746728901,0.00537718921629275,0.008207507355884323,0.006119039983285164,0.008253401815344504,0.007641302968911302,0.010508908667454579,0.013662477076817942,0.009725812599841264,0.004188662708497884,0.008758850064998661,0.004099520893382222,0.01057367042357179
COMPELEC,0.009288839595157796,0.01226968603841592,0.008812712641330314,0.00836993357705127,0.018114103357466785,0.01137302233002719,0.007127097181866755,0.012853144129558515,0.011695223557404216,0.012673187891588618,0.013920791510583397,0.01439282697777672,1.0810779891203255,0.018419248595522436,0.0639415261525496,0.01780520923779274,0.013483724249140776,0.020577248832742496,0.012049358590116672,0.01199387535736019,0.011601993971333813,0.013460651021970403,0.013098186586811165,0.012748922568565422,0.01166280974558222,0.01547629721728126,0.009544110579286282,0.005658428376952203,0.011031954555598106,0.01246419017090211,0.016012389555522723,0.012008185073081164,0.012376324670481373,0.01575407631599462,0.018247300286718632,0.016605610329266277,0.012708658870481525,0.014436502480005862,0.12329529671976171,0.12259860605527743,0.0332384730487956,0.0329215545498776,0.013101828408837887,0.008635071985713876,0.0032870752594463017,0.017528703327353422,0.009946793826253983,0.010472824873229014,0.012274147151041963,0.014460360411094548,0.011808197468654748,0.014946902348291437,0.00886058440725105,0.009587257325791151,0.029703176654622555,0.011156197869941554,0.010755369598264852,0.013555410783548084,0.01278847299856154,0.016951331067071976,0.008813333333880395,0.017094954345860346,0.03275022991510977,0.015395334882951773,0.032450288533138534,0.01858522476179356
ELECEQUIP,0.0031799385641380204,0.004386632259295335,0.003150702439538649,0.002992724554982964,0.00647611605409333,0.00406606955036652,0.016428085250589256,0.00459522896474807,0.004181337635906447,0.00453099639910269,0.004976966581005119,0.005145714613477579,0.09071173674140176,1.0046102148991287,0.06894504602918178,0.006365701704478583,0.0048206726383652485,0.007356734577774833,0.0042929702102702605,0.004236866536618183,0.004123477248476066,0.004812423546879552,0.00468283602694314,0.004557968346731976,0.004169698333737747,0.005533064465051087,0.004793270360866821,0.0018388907305688714,0.003934853814114398,0.004456171042506443,0.005724715805796747,0.004293141097567657,0.004424757542470623,0.005632364168835169,0.00652373632934318,0.005936802761503397,0.004543572899835297,0.005161307900782014,0.013839261266922186,0.012927865799189269,0.0045936284704850405,0.004487013077126109,0.004242892300371705,0.0025915829588372967,0.0016278571371318056,0.006266825022143205,0.003576371077985827,0.0037442222474983675,0.004405537153475233,0.004732942977387583,0.004238294687489918,0.005343784984576297,0.0026390576993625472,0.003444359187992591,0.004602824453963098,0.003988608529750588,0.003845237041328899,0.004849954681442952,0.0045745746748514044,0.006066239636460591,0.003209281235111157,0.0061117520016358545,0.004517889895167131,0.0055041076380247765,0.0047207992652382935,0.006644550335769114
MOTVEH,0.007185315798636752,0.010042851081983004,0.0072132864943611425,0.006850687608908863,0.014826560484211528,0.009308917668288908,0.005967977883941644,0.010520416905882412,0.009572600371662804,0.010373062602045645,0.011394276873609468,0.01178064954199901,0.010183276177733557,0.015076317919626287,1.0094332648468818,0.014573716206839274,0.011036552544267601,0.016842667779527115,0.010418779602197744,0.009665537356463392,0.00942392461808013,0.011017666895219418,0.010720986415097762,0.010435110344792118,0.009546097642899152,0.012667485563372539,0.03918052580406257,0.005181521992122807,0.009002342828922637,0.010202054464245503,0.013106288351585392,0.009828810070141476,0.010130135749053344,0.01289485660299572,0.014935583403612503,0.013591845067601303,0.010402154389962377,0.011816410305645878,0.011492679284391745,0.008963897570275494,0.005645620254546119,0.005406687866878308,0.009418962019606876,0.005602096876909619,0.0024384727788212338,0.014347405192415,0.008130287836450532,0.008572103661024523,0.010036865021603262,0.010540442480489284,0.009655846771501676,0.01223417730093873,0.005535735173850981,0.00783793650543853,0.006478778507585834,0.009156419154499253,0.008803369121986641,0.011169238150614805,0.010517462506621294,0.01399305369942757,0.008396157935222038,0.01399237765426463,0.004661094435914479,0.012601223462658722,0.004655119853813176,0.015212177721865576
OTRTRANS,0.0038821901698162303,0.0053958075276243885,0.0038755434338095065,0.0036807322845170075,0.007965991532143927,0.005001481093686133,0.003058113609669417,0.0056523933563394505,0.005143153392367437,0.0055732248225460685,0.0061219000701984525,0.0063294895617704554,0.005471254930917862,0.008100181024738235,0.007222995524498898,1.0049808812015217,0.005929701915446765,0.00904920254698276,0.0052131981885197775,0.005200949851439927,0.0050670294463831715,0.005919555063077217,0.005760155032660398,0.005606559986486629,0.005128913196415261,0.006805967280553211,0.003301297976386038,0.002058075833896692,0.06994074078598833,0.005481344076384117,0.007041726376646847,0.005280807905035069,0.005442703699899387,0.0069281286525736535,0.008024567197832424,0.00730260553814629,0.005588853454330757,0.00634870268972593,0.006174768988838781,0.004816109052849777,0.004152219284450408,0.0029049124792082564,0.008395596441140915,0.0030098870222507396,0.0013177220662312934,0.0077085517157568,0.004368567132774822,0.004605606623472878,0.005392881325415483,0.00566316961670521,0.005188157419973628,0.006573159896110105,0.0029739404565700643,0.004211434911548644,0.0042316643706807565,0.004902009034698497,0.004729860573367409,0.005957180702100386,0.005621220377649148,0.0074481776203192225,0.003811168419130714,0.00751780306806427,0.04394195681195817,0.006770365891322705,0.002495462073160649,0.008173175365555145
FURN,0.0012862821486349658,0.0017978266119740539,0.001291290522257417,0.0012263779322100044,0.002654185029960681,0.0016664410535152778,0.0010054813326066414,0.0018833183254493215,0.0017136439532316184,0.001856939045070005,0.0020397526703182247,0.0021089194606836136,0.0018229648812175467,0.002698895431649621,0.002359164291950425,0.002608921857547072,1.0012311628932467,0.0030150996070224356,0.0017345257763636214,0.0017302811544474145,0.001687028939085484,0.0019723338108265454,0.0019192233884911141,0.0018680471211761824,0.0017088998266764138,0.0022676769625889076,0.0010807791118637327,0.0006814062624237881,0.0016115594298882299,0.0018263264942162954,0.0023462295503348368,0.0017595099397411018,0.001813451925194155,0.0023083799776035044,0.0026737018289997184,0.0024331517582890385,0.0018621474949167974,0.0021153213098625318,0.002057368418942902,0.0016046771438680315,0.0010106477937622033,0.000967876238097318,0.0016861404575168547,0.0010028621689110483,0.0004340797720308914,0.00256840877726181,0.0014553388565642115,0.0015345399385676341,0.001796661525434913,0.0018868977500860406,0.0017284568789668548,0.002190108102538306,0.0009907473544264174,0.0014030221665020332,0.0011574502206292622,0.0016331777717125265,0.0015759400546058032,0.001984765845934162,0.001872861289481935,0.002481488015437977,0.0012681730191377483,0.0025048533236500916,0.0008317375475879728,0.002255815076780608,0.0008309432109657332,0.002723216516026307
MISCMFG,0.0020726977902043872,0.0028969936726275483,0.0020807682162386665,0.0019761689398742266,0.004276918133576844,0.0026852807471459427,0.0016202191240834714,0.003034753872276607,0.002761342866205219,0.0029922466539284284,0.003286830075981945,0.003398284513640129,0.0029375011422879504,0.0043489638747683575,0.0038015256760299105,0.00420398166505873,0.003183640046771613,1.0020300227537844,0.002794991555730356,0.002788151828944665,0.0027184557896291414,0.0031781922306734337,0.0030926108089548076,0.0030101460586765454,0.002753698244348455,0.003654104221413167,0.001741552954953389,0.0010980089056324353,0.002596845235438553,0.0029429180003555403,0.003780682806996901,0.0028352507012666334,0.002922172092631996,0.0037196925135036234,0.0043083672415995325,0.003920748086249633,0.0030006394801052457,0.003408600367483273,0.003315215856882278,0.0025857552121176567,0.0016285442902467995,0.0015596227795158194,0.0027170241023543942,0.001615998638858047,0.0006994703185577547,0.004138699431241873,0.0023451135003314636,0.0024727370608578244,0.0028951162678158286,0.0030405217090942174,0.0027852122159201876,0.0035291108014343722,0.0015964769893990391,0.002260811088144713,0.0018650997505607748,0.0026316807412991115,0.002539448652181378,0.0031982250451866763,0.0030179035448700655,0.003998636482264207,0.002043516981988056,0.004036287026314819,0.0013402507208430865,0.0036349901378284638,0.0013389707374713662,0.0043881545437024026
FOOD,0.013995167474795902,0.019560937351049423,0.014049660206189984,0.01334339014724499,0.028878395026173637,0.018131419809854037,0.010939963411250277,0.020491114955600145,0.01864500268708454,0.020204099818862908,0.02219317142709332,0.022945728566975087,0.019834449883632213,0.02936485871547085,0.02566847359379344,0.028385917011889385,0.0214964168170615,0.032805262825306734,1.01509538051368,0.01882602083895274,0.018355422690413913,0.0214596323427275,0.020881773701036565,0.020324959294051693,0.018593385049591734,0.024673061741428845,0.011759227701205268,0.0493170152462575,0.017534289922943647,0.01987102532468367,0.02552773940468455,0.01914403951448525,0.01973094583293151,0.025115923762380414,0.029090744137457755,0.026473481253694163,0.020260769444549066,0.02301538276493036,0.0223848364925363,0.017459408416141804,0.010996176186340755,0.010530807771391612,0.01834575572242837,0.010911466059714584,0.004722928879515674,0.02794512154247096,0.015834559355277406,0.016696292846641828,0.01954826083116207,0.020530060258003253,0.018806172129322667,0.023829087354946654,0.01077965294404752,0.015265336778470138,0.029920922130243624,0.06323107384030006,0.01714673955310125,0.034435298711214896,0.029048616799356723,0.04751242624600246,0.21893419696050515,0.027253617568652654,0.019022978338840216,0.024544000571894424,0.009040931969592584,0.029629480011336275
TEXTILE,0.0013456923645128636,0.001880863811271081,0.0013509320626222659,0.0012830213193376322,0.0027767753230602083,0.0017434098762904367,0.001051922047884196,0.001970304177193035,0.0017927929621076154,0.00194270650258839,0.0021339638405577614,0.0022063252752331486,0.0019071631554810084,0.0028235507884827524,0.0024681283011492956,0.002729421555789737,0.0020669680464490067,0.00315435965874333,0.0018146392654055858,1.1226298297452502,0.38881439414423596,0.0020634310693936754,0.002007867606984834,0.0019543276334704246,0.0017878297159890275,0.0023724153965566925,0.0011306976467825981,0.0007128787454976688,0.0016859934051488886,0.0019106800331346898,0.002454596135560652,0.0018407773859777303,0.0018972108193639214,0.0024149983839486283,0.0027971935551521616,0.0025455330669910555,0.0019481555179519446,0.0022130228101153483,0.0021523932173819387,0.0016787932432267153,0.0010573271352019122,0.0010125800663432992,0.0017640191474200318,0.0010491819114449947,0.00045412885145872296,0.0026870372757461787,0.001522557386912105,0.0016054165725318927,0.0018796449122438468,0.0019740489266697296,0.0018082900605312846,0.0022912638212162152,0.0010365075434093662,0.001467824317322379,0.001210910005909249,0.0017086102451301162,0.0016487288583329767,0.0020764373096943973,0.0019593641563961347,0.002596101857239357,0.0013267468187644126,0.002620546351698758,0.0008701534638069719,0.0023600056393522626,0.0008693224387254725,0.0028489952040622667
APPAREL,0.0006961511212758426,0.0009730050386794784,0.0006988617123516329,0.0006637302504135341,0.0014364763490199446,0.0009018976195664993,0.000544178396519663,0.0010192741657592248,0.0009274443875130755,0.0010049973870338111,0.0011039382845158354,0.0011413721700121208,0.000986610167491507,0.0014606741475367629,0.0012768076342022663,0.0014119793844452012,0.0010692801424177654,0.0016318075893492693,0.0009387458773168913,0.0009364486377030981,1.0005900499671092,0.0010674503998941928,0.0010387064107939164,0.0010110092092803838,0.0009248768100772973,0.0012272936088500983,0.0005849304457609844,0.0003687851332882958,0.0008721950353660163,0.000988429512229252,0.001269807198964429,0.0009522676022104768,0.000981461643111098,0.0012493225622735669,0.0014470390716303455,0.0013168505265852822,0.0010078162617300054,0.0011448369265500793,0.0011134721361441087,0.0008684702607238537,0.0005469745464392502,0.0005238260743358157,0.0009125591701436544,0.0005427608741312609,0.00023492910971605535,0.0013900532259450197,0.0007876466122993648,0.0008305111751804207,0.0009723744800563433,0.0010212113927331196,0.0009354613182237325,0.0011853124238063494,0.0005362041931600792,0.0007593322004987531,0.0006264257571848644,0.0008838951378023908,0.0008529174079276499,0.0010741787644206636,0.0010136146941404644,0.0013430106809870365,0.0006863502460804622,0.0013556562623068741,0.0004501462039063916,0.0012208738158718177,0.00044971629952590306,0.0014738370062279463
