sector,label,supply_shock,demand_shock,leontief_mult,direct_supply_effect_pct,indirect_supply_effect_pct,total_supply_effect_pct,demand_effect_pct,amplification_ratio
ADMIN,Administrative and support services,-0.06666666666666668,0.21111111111111114,1.9156809263469814,-0.1649668992664162,-0.15105704313686116,-0.31602394240327736,0.48096104249244304,1.9156809263469814
MOTVEH,"Motor vehicles, bodies, trailers, and parts",-0.22,0.09999999999999999,1.6918462050580965,-0.15705850778314545,-0.1086603325818567,-0.2657188403650022,0.22397213083424627,1.6918462050580965
TRUCK,Truck transportation,-0.13999999999999999,0.32285714285714284,1.5982630991818128,-0.13827160493827156,-0.0827227988992136,-0.2209944038374852,0.30383437150761033,1.5982630991818128
MINE,"Mining, except oil and gas",-0.12666666666666665,0.31333333333333335,2.8348823849911184,-0.05643227768831633,-0.10354659227521895,-0.15997886996353528,0.0,2.8348823849911184
COMPELEC,Computer and electronic products,-0.046,-0.003333333333333334,2.28209834321103,-0.06888888888888889,-0.08832233031009315,-0.15721121919898204,-0.0020780545101872446,2.28209834321103
COMPDES,Computer systems design and related services,-0.03,0.21,2.279651298231063,-0.06602254428341385,-0.08448583450478837,-0.15050837878820222,0.20125613014534693,2.279651298231063
FABMETAL,Fabricated metal products,-0.098,0.22999999999999998,2.0298782229668704,-0.06996242619431026,-0.07205277916344707,-0.14201520535775733,0.09046860594949199,2.0298782229668704
SECURIT,"Securities, commodity contracts, and investments",-0.024,0.1725,2.05973607877341,-0.06595813204508857,-0.06989821221668095,-0.1358563442617695,0.4027780006154194,2.05973607877341
PLASTIC,Plastics and rubber products,-0.16,0.2425,1.6632629471081057,-0.07987117552334944,-0.05297559126660555,-0.13284676678995497,0.08041288469214318,1.6632629471081057
PMETAL,Primary metals,-0.10666666666666666,0.26,2.8035721510992087,-0.03893361960994811,-0.07021959206999245,-0.10915321167994055,0.0,2.8035721510992087
OTHSVC,"Other services, except government",-0.048,0.3,1.5056171659545279,-0.07162640901771337,-0.03621554193503607,-0.10784195095274945,0.6483910243633447,1.5056171659545279
RENTAL,Rental and leasing services,-0.07,0.1988888888888889,1.5164030657739247,-0.06913580246913581,-0.0357019403498022,-0.10483774281893801,0.25431432952166144,1.5164030657739247
MACH,Machinery,-0.086,0.17666666666666667,1.6466585838845467,-0.06139559849704777,-0.03970199078084511,-0.10109758927789288,0.1973156094669235,1.6466585838845467
MGMT,Management of companies and enterprises,-0.039999999999999994,0.17500000000000002,1.6436072598299538,-0.05517981749865807,-0.03551413113822825,-0.09069394863688632,0.24453609184913583,1.6436072598299538
LEGAL,Legal services,-0.045000000000000005,0.22785714285714287,1.554364222402925,-0.054589371980676336,-0.030262394749531664,-0.084851766730208,0.18975462843057936,1.554364222402925
PAPER,Paper products,-0.12000000000000001,0.19714285714285718,1.8146450978843933,-0.04380032206119163,-0.03568171765290741,-0.07948203971409903,0.043613665010039986,1.8146450978843933
PIPE,Pipeline transportation,-0.15000000000000002,0.30000000000000004,2.011112883879321,-0.025764895330112725,-0.02605121762007913,-0.05181611295019186,0.0,2.011112883879321
OTRTRANS,Other transportation equipment,-0.065,0.14555555555555555,1.462932848972281,-0.03244766505636071,-0.015021090027039394,-0.0474687550834001,0.11993024826827138,1.462932848972281
MINE_SUP,Support activities for mining,-0.075,0.3642857142857143,2.641286048742981,-0.017310789049919485,-0.028411956560365614,-0.045722745610285095,0.0,2.641286048742981
ELECEQUIP,"Electrical equipment, appliances, and components",-0.084,0.14,1.4819308240631923,-0.03066022544283414,-0.014776107713628315,-0.045436333156462456,0.02462336933500536,1.4819308240631923
FOREST,"Forestry, fishing, and related activities",-0.09,0.22,2.31734784185117,-0.017391304347826084,-0.022910397249585563,-0.04030170159741165,0.0,2.31734784185117
WOOD,Wood products,-0.066,0.15666666666666668,1.9558641808279045,-0.020547504025764895,-0.01964062310364583,-0.04018812712941073,0.0,1.9558641808279045
NURSING,Nursing and residential care facilities,-0.03,0.20500000000000002,1.2654176142747093,-0.026409017713365537,-0.007009418476820021,-0.03341843619018556,0.22895990072447353,1.2654176142747093
EDUC,Educational services,-0.033333333333333326,0.11714285714285715,1.2038243891368925,-0.02755412417248165,-0.005616202527658157,-0.03317032670013981,0.10001545697528509,1.2038243891368925
NMMIN,Nonmetallic mineral products,-0.11000000000000001,0.22571428571428573,1.2980573760797753,-0.0247987117552335,-0.007391438955923577,-0.03219015071115707,0.0,1.2980573760797753
MISCMFG,Miscellaneous manufacturing,-0.057999999999999996,0.16999999999999998,1.1870725635163544,-0.025840042941492218,-0.004833963074437627,-0.030674006015929844,0.1351980957141339,1.1870725635163544
TEXTILE,Textile mills and textile product mills,-0.104,0.16999999999999998,1.6311617098898386,-0.017863660762211485,-0.011274858671569417,-0.029138519433780898,0.03420128919283677,1.6311617098898386
WAREHOUSE,Warehousing and storage,-0.07,0.2528571428571429,1.2525176356467422,-0.0214170692431562,-0.005408187687764367,-0.026825256930920565,0.011766001357851058,1.2525176356467422
FURN,Furniture and related products,-0.094,0.14333333333333334,1.1171049043469623,-0.02371443907675792,-0.0027770771197256007,-0.02649151619648352,0.07040822059956879,1.1171049043469623
WASTE,Waste management and remediation services,-0.065,0.17333333333333334,1.1022054366021705,-0.021631776704240473,-0.002210885182537559,-0.023842661886778034,0.07471108912898257,1.1022054366021705
PRINT,Printing and related support activities,-0.08800000000000001,0.1375,1.092151727488217,-0.0198389694041868,-0.0018281953021816984,-0.021667164706368498,0.053138484510540186,1.092151727488217
SLGOVE,State and local government enterprises,-0.019999999999999997,0.12666666666666665,1.3058016466659366,-0.016532474503488992,-0.005055657926629546,-0.02158813243011854,0.1649342890148954,1.3058016466659366
OTHERTRANS,Other transportation and support activities,-0.04999999999999999,0.29500000000000004,1.3365977303676455,-0.015297906602254423,-0.005149240641695059,-0.02044714724394948,0.053755123523277264,1.3365977303676455
PUBLISH,Publishing industries (including software),-0.010000000000000002,0.19,1.832259778565991,-0.011111111111111115,-0.00924733087295546,-0.020358441984066573,0.11118826697436632,1.832259778565991
WATERTRANS,Water transportation,-0.14666666666666667,0.3,1.1507458239675157,-0.01731973519413133,-0.002610877752738507,-0.019930612946869836,0.0,1.1507458239675157
SOCIALAS,Social assistance,-0.019999999999999997,0.19333333333333333,1.1838978872734212,-0.014385399892646268,-0.0026454446478409483,-0.017030844540487214,0.1495907438733517,1.1838978872734212
APPAREL,Apparel and leather and allied products,-0.06,0.11846153846153847,1.0634585302587478,-0.008695652173913042,-0.000551813306597807,-0.00924746548051085,0.03146352856452467,1.0634585302587478
FEDGOVE,Federal government enterprises,-0.019999999999999997,0.12666666666666665,1.121239032725507,-0.007729468599033815,-0.00093711329642904,-0.008666581895462856,0.06482177856832969,1.121239032725507
RAILTRANS,Rail transportation,-0.020000000000000004,0.3342857142857143,1.3891670593824537,-0.00558239398819109,-0.0021724838526986146,-0.007754877840889705,0.05287591411046465,1.3891670593824537
FUNDS,"Funds, trusts, and other financial vehicles",-0.010000000000000002,0.12571428571428572,1.1125226815254334,-0.004723564143853999,-0.0005315081038238402,-0.0052550722476778396,0.05920594414166886,1.1125226815254334
BROADCAST,Broadcasting and telecommunications,0.0,0.13,1.6665324601652833,0.0,0.0,0.0,0.30316924100002157,
ACCOMM,Accommodation,0.014999999999999986,0.3933333333333333,1.240094151763224,0.009098228663446046,0.0021844314934979297,0.011282660156943977,0.40014294667978106,1.240094151763224
INFODATA,Information and data processing services,0.017499999999999998,0.2342857142857143,1.1888603495134207,0.011553945249597422,0.0021820821380978957,0.013736027387695318,0.18597149901596385,1.1888603495134207
PERFORM,"Performing arts, spectator sports, museums",0.06666666666666668,0.27555555555555555,1.0870712943226646,0.01860797996063697,0.001620220899902866,0.020228200860539836,0.10097438320519352,1.0870712943226646
HOSPITAL,Hospitals,0.0049999999999999906,0.27,2.1750338231416158,0.01784755770263013,0.020971483961062076,0.03881904166369221,1.2260898564994587,2.1750338231416158
TRANSIT,Transit and ground passenger transportation,0.19,0.39333333333333337,1.0632844234108998,0.037734836285560916,0.0023880273568364224,0.04012286364239734,0.10449131122865854,1.0632844234108998
AMBULAT,Ambulatory health care services,0.0049999999999999975,0.205,2.2074471091333216,0.019243156199677928,0.02323509332390207,0.04247824952358,0.9176570673805131,2.2074471091333216
AMUSE,"Amusements, gambling, and recreation industries",0.06,0.25666666666666665,1.1931814980362434,0.03961352657004831,0.007652600405300463,0.04726612697534877,0.20901936446254607,1.1931814980362434
MOVIE,Motion picture and sound recording industries,0.21666666666666667,0.31666666666666665,1.0917463433330759,0.06629092860976919,0.006081950296100305,0.07237287890586949,0.12243664891917043,1.0917463433330759
FEDGOV,Federal general government,0.006666666666666668,0.15999999999999998,2.296788037428375,0.032957595276435867,0.04273901529688794,0.07569661057332382,0.833361926842575,2.296788037428375
AIRTRANS,Air transportation,0.16,0.4733333333333334,1.3652311585991188,0.09704777241009126,0.035444870356801224,0.13249264276689246,0.3166312936348151,1.3652311585991188
SLGOV,State and local general government,0.04000000000000001,0.21,2.874974093329736,0.28534621578099845,0.5350167622190487,0.8203629780000471,1.541323095323094,2.874974093329736
